Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
3355.66715,33.333377777837,0,10304.2453490838,0,500.010000200004,334414.268342116,900.032401166442,500.010000200004,12506.2531265633,17111.7044058136,0,0,11104.9305891816,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,
3356.79028,0,0,10304.2453490838,0,1000.04000160006,313892.264074524,1600.10240655402,200.0016000128,15709.8657957197,16210.5044068556,0,0,11405.2007715518,0,100.0004000016,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3357.91315,0,66.6668444449185,9803.84310649775,200.0016000128,1100.04840212969,334414.268342116,800.025600819226,300.003600043201,13707.5117164206,16711.163056922,0,100.0004000016,9703.76506084361,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3359.03632,0,0,7802.43435952017,100.0004000016,1000.04000160006,303643.724696356,700.019600548815,200.0016000128,12306.0545788528,13807.6218072376,0,0,10804.6676164103,100.0004000016,0,0,100.0004000016,200.0016000128,0,200.0016000128,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3360.15931,33.333377777837,66.6668444449185,9403.53572943427,100.0004000016,800.025600819226,324149.108589951,1100.04840212969,100.0004000016,13707.5117164206,17812.6826300326,0,200.0016000128,12706.4548790786,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3361.28231,33.333377777837,33.333377777837,9103.31360615264,0,400.006400102402,427176.566314076,800.025600819226,400.006400102402,14308.184281409,15209.2472223112,0,100.0004000016,10804.6676164103,200.0016000128,100.0004000016,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3362.40546,0,0,9503.61137232148,0,700.019600548815,283171.521035599,600.014400345608,300.003600043201,13807.6218072376,18914.2992102029,100.0004000016,200.0016000128,10004.0016006403,100.0004000016,0,0,100.0004000016,0,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3363.52858,33.333377777837,33.333377777837,8202.69048247825,100.0004000016,600.014400345608,293403.480372319,1000.04000160006,200.0016000128,13507.2939387269,17111.7044058136,0,0,9703.76506084361,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3364.65157,0,33.333377777837,8402.82334864514,0,900.032401166442,272947.836635665,1100.04840212969,1000.04000160006,12005.7627661277,17111.7044058136,0,100.0004000016,9303.46088745013,200.0016000128,0,0,200.0016000128,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3365.77456,0,0,10404.3282005314,0,800.025600819226,334414.268342116,600.014400345608,100.0004000016,12906.6598364756,17512.2585810067,0,0,11004.8421305374,100.0004000016,100.0004000016,0,200.0016000128,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3366.8976,33.333377777837,0,9003.24116682005,0,600.014400345608,293403.480372319,600.014400345608,100.0004000016,13407.186251831,17011.567866149,0,0,11305.1099096792,100.0004000016,0,0,200.0016000128,0,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3368.02057,0,33.333377777837,9103.31360615264,0,600.014400345608,283171.521035599,300.003600043201,200.0016000128,12105.8592358702,18213.259252736,0,100.0004000016,10004.0016006403,400.006400102402,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3369.14355,33.333377777837,0,9903.92195309342,0,500.010000200004,385865.150284322,600.014400345608,200.0016000128,12205.9565067753,17011.567866149,100.0004000016,0,9003.24116682005,100.0004000016,100.0004000016,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3370.26659,0,0,10304.2453490838,0,300.003600043201,365259.74025974,700.019600548815,400.006400102402,15910.1188355794,16811.2971917128,0,100.0004000016,10704.5815609081,100.0004000016,100.0004000016,0,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,20.0000160000128,0,0,100.0004000016,0,0,
3371.38979,0,0,9503.61137232148,0,900.032401166442,365259.74025974,700.019600548815,300.003600043201,13307.0793662228,19114.6035571176,0,0,11004.8421305374,200.0016000128,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3372.51279,33.333377777837,33.333377777837,8502.8909829342,100.0004000016,800.025600819226,313892.264074524,800.025600819226,300.003600043201,12205.9565067753,18413.5523745477,0,0,10504.4118529782,100.0004000016,0,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,0,0,
3373.6358,0,0,8903.16952835209,0,600.014400345608,221953.188054883,400.006400102402,100.0004000016,14508.4148806308,14608.5313823273,0,0,10804.6676164103,200.0016000128,100.0004000016,0,0,100.0004000016,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3374.75876,0,66.6668444449185,10204.1632986258,0,900.032401166442,242326.33279483,400.006400102402,0,12806.5569571621,14208.0701838644,0,0,9503.61137232148,200.0016000128,100.0004000016,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3375.88175,0,0,10304.2453490838,100.0004000016,800.025600819226,344687.753446878,200.0016000128,200.0016000128,12606.3536022155,15309.3693340324,0,0,13507.2939387269,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,
3377.00479,0,33.333377777837,8002.56081946223,0,300.003600043201,365259.74025974,100.0004000016,300.003600043201,13106.8679988314,13807.6218072376,0,200.0016000128,9503.61137232148,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3378.12791,33.333377777837,0,6901.90492575951,100.0004000016,1100.04840212969,416836.112240748,500.010000200004,100.0004000016,11405.2007715518,16510.8971921468,0,100.0004000016,10404.3282005314,100.0004000016,0,0,400.006400102402,0,0,0,0,0,0,0,0,0,0,0,80.0002560008192,5421.17531080738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3379.25083,0,33.333377777837,9203.38684635946,200.0016000128,1800.12960933187,499796.001631987,500.010000200004,500.010000200004,13106.8679988314,27329.8441898553,0,100.0004000016,9803.84310649775,200.0016000128,0,0,200.0016000128,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3380.3739,0,33.333377777837,9003.24116682005,0,1100.04840212969,293403.480372319,400.006400102402,300.003600043201,13407.186251831,19615.3784567101,0,0,10904.7544729502,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3381.49691,0,0,8002.56081946223,0,1100.04840212969,313892.264074524,1000.04000160006,200.0016000128,13707.5117164206,19114.6035571176,0,0,10204.1632986258,200.0016000128,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3382.61994,0,0,9803.84310649775,100.0004000016,1200.05760276493,211778.943122227,500.010000200004,300.003600043201,11405.2007715518,19515.221873061,0,0,8502.8909829342,300.003600043201,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3383.74306,0,0,11205.0198488923,100.0004000016,1400.07840439065,303643.724696356,500.010000200004,100.0004000016,14608.5313823273,18313.4054127621,0,200.0016000128,11004.8421305374,0,200.0016000128,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3384.866,0,0,8803.09869073914,0,100.0004000016,324149.108589951,900.032401166442,100.0004000016,12906.6598364756,17712.5404786589,0,200.0016000128,7802.43435952017,100.0004000016,0,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,60.0001440003456,0,20.0000160000128,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,
3385.989,33.333377777837,33.333377777837,10004.0016006403,100.0004000016,700.019600548815,334414.268342116,700.019600548815,200.0016000128,12306.0545788528,18814.1482394761,0,100.0004000016,11905.6670975384,300.003600043201,0,0,200.0016000128,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3387.11192,0,66.6668444449185,8803.09869073914,0,900.032401166442,262732.417138238,700.019600548815,400.006400102402,10904.7544729502,17111.7044058136,0,200.0016000128,10504.4118529782,300.003600043201,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3388.2349,0,33.333377777837,10204.1632986258,100.0004000016,700.019600548815,303643.724696356,600.014400345608,0,12806.5569571621,18313.4054127621,0,100.0004000016,10304.2453490838,0,100.0004000016,0,200.0016000128,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3389.35796,0,0,8903.16952835209,300.003600043201,800.025600819226,293403.480372319,500.010000200004,200.0016000128,11104.9305891816,16611.0297237366,0,100.0004000016,10204.1632986258,200.0016000128,200.0016000128,0,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3390.48109,0,33.333377777837,11104.9305891816,100.0004000016,900.032401166442,262732.417138238,800.025600819226,400.006400102402,12205.9565067753,16911.4321281186,0,100.0004000016,9903.92195309342,0,300.003600043201,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3391.60396,0,66.6668444449185,8402.82334864514,0,300.003600043201,334414.268342116,0,200.0016000128,12306.0545788528,14808.7667899396,100.0004000016,0,10504.4118529782,200.0016000128,0,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3392.72704,0,0,9703.76506084361,100.0004000016,700.019600548815,252525.252525253,700.019600548815,300.003600043201,12506.2531265633,15609.7404780583,0,200.0016000128,11605.3848985929,100.0004000016,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3393.85013,0,0,10804.6676164103,100.0004000016,900.032401166442,334414.268342116,100.0004000016,0,13006.7635170289,18113.1138944596,0,0,10904.7544729502,200.0016000128,200.0016000128,0,200.0016000128,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3394.97326,0,33.333377777837,11505.2924345199,100.0004000016,600.014400345608,313892.264074524,300.003600043201,300.003600043201,13807.6218072376,16510.8971921468,0,100.0004000016,10104.0820491479,200.0016000128,100.0004000016,0,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3396.09617,0,0,8703.02865397158,100.0004000016,300.003600043201,313892.264074524,200.0016000128,200.0016000128,12105.8592358702,17011.567866149,0,300.003600043201,9703.76506084361,100.0004000016,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3397.2192,33.333377777837,33.333377777837,11104.9305891816,0,500.010000200004,334414.268342116,500.010000200004,400.006400102402,11605.3848985929,15809.9919148902,0,100.0004000016,8602.95941803981,300.003600043201,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
3398.34221,33.333377777837,0,8502.8909829342,100.0004000016,600.014400345608,313892.264074524,400.006400102402,200.0016000128,11104.9305891816,15409.4922472243,0,100.0004000016,10804.6676164103,0,0,0,500.010000200004,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3399.46535,0,33.333377777837,9003.24116682005,100.0004000016,1000.04000160006,303643.724696356,900.032401166442,200.0016000128,11905.6670975384,15009.0054032419,0,200.0016000128,9703.76506084361,100.0004000016,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3400.58843,0,0,9203.38684635946,0,1600.10240655402,283171.521035599,600.014400345608,100.0004000016,11905.6670975384,17211.841747122,0,0,9903.92195309342,100.0004000016,100.0004000016,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3401.71152,33.333377777837,33.333377777837,10504.4118529782,100.0004000016,1000.04000160006,252525.252525253,300.003600043201,100.0004000016,10504.4118529782,14808.7667899396,0,100.0004000016,9003.24116682005,200.0016000128,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3402.83452,33.333377777837,100.0004000016,11205.0198488923,100.0004000016,300.003600043201,334414.268342116,400.006400102402,0,12906.6598364756,16210.5044068556,0,100.0004000016,9703.76506084361,100.0004000016,0,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3403.95751,66.6668444449185,0,11705.4781637806,200.0016000128,1700.11560786133,272947.836635665,900.032401166442,500.010000200004,11905.6670975384,15609.7404780583,0,0,9803.84310649775,100.0004000016,0,0,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3405.08043,0,0,10204.1632986258,100.0004000016,700.019600548815,406504.06504065,300.003600043201,200.0016000128,13307.0793662228,15409.4922472243,0,100.0004000016,7902.49718911176,200.0016000128,0,0,400.006400102402,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3406.20316,33.333377777837,0,8602.95941803981,0,600.014400345608,354969.574036511,600.014400345608,300.003600043201,13407.186251831,16010.246557797,0,100.0004000016,10904.7544729502,200.0016000128,100.0004000016,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3407.32615,0,0,8602.95941803981,0,1100.04840212969,334414.268342116,500.010000200004,300.003600043201,13307.0793662228,15009.0054032419,0,100.0004000016,10104.0820491479,100.0004000016,0,0,200.0016000128,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3408.4492,0,0,9703.76506084361,0,1100.04840212969,232135.647961243,500.010000200004,200.0016000128,13907.7326993809,16210.5044068556,0,0,9903.92195309342,200.0016000128,0,0,300.003600043201,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3409.57226,0,0,8402.82334864514,0,800.025600819226,313892.264074524,500.010000200004,100.0004000016,11805.5722300926,15509.6159618964,0,0,10004.0016006403,0,100.0004000016,0,0,0,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3410.69534,0,66.6668444449185,12606.3536022155,200.0016000128,600.014400345608,262732.417138238,500.010000200004,200.0016000128,12506.2531265633,15910.1188355794,100.0004000016,100.0004000016,9103.31360615264,200.0016000128,0,0,200.0016000128,0,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,
3411.81828,66.6668444449185,0,10704.5815609081,0,700.019600548815,365259.74025974,500.010000200004,100.0004000016,12706.4548790786,15109.1259120509,0,100.0004000016,10604.4963064339,200.0016000128,0,0,200.0016000128,200.0016000128,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3412.94143,0,0,9903.92195309342,400.006400102402,1000.04000160006,334414.268342116,600.014400345608,300.003600043201,10804.6676164103,14908.8856958747,0,0,11305.1099096792,100.0004000016,100.0004000016,0,300.003600043201,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3414.06446,33.333377777837,0,11605.3848985929,200.0016000128,600.014400345608,232135.647961243,500.010000200004,200.0016000128,12406.1534521122,16010.246557797,0,100.0004000016,9403.53572943427,0,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3415.18758,0,33.333377777837,9203.38684635946,100.0004000016,300.003600043201,324149.108589951,300.003600043201,200.0016000128,11805.5722300926,17612.3991289868,100.0004000016,100.0004000016,9503.61137232148,200.0016000128,0,0,300.003600043201,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,
3416.31054,33.333377777837,66.6668444449185,8803.09869073914,0,1300.06760351538,283171.521035599,600.014400345608,100.0004000016,12306.0545788528,16410.7654621432,100.0004000016,0,8703.02865397158,100.0004000016,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
3417.43358,0,0,9403.53572943427,100.0004000016,500.010000200004,262732.417138238,800.025600819226,300.003600043201,11104.9305891816,15809.9919148902,0,0,10504.4118529782,200.0016000128,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3418.55662,0,0,11705.4781637806,100.0004000016,1300.06760351538,313892.264074524,500.010000200004,100.0004000016,11004.8421305374,13607.4024269202,0,0,9203.38684635946,0,100.0004000016,0,200.0016000128,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3419.67977,0,0,9403.53572943427,0,1000.04000160006,252525.252525253,400.006400102402,200.0016000128,11605.3848985929,15809.9919148902,0,0,12105.8592358702,0,0,0,100.0004000016,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3420.80277,0,0,11205.0198488923,100.0004000016,700.019600548815,272947.836635665,200.0016000128,100.0004000016,12205.9565067753,17011.567866149,0,0,10204.1632986258,200.0016000128,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3421.92593,0,33.333377777837,10604.4963064339,300.003600043201,1100.04840212969,293403.480372319,500.010000200004,100.0004000016,13407.186251831,24223.4482979524,0,0,8602.95941803981,100.0004000016,0,0,200.0016000128,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3423.04907,33.333377777837,33.333377777837,10204.1632986258,100.0004000016,800.025600819226,221953.188054883,400.006400102402,0,13707.5117164206,12906.6598364756,0,0,7402.19104855037,400.006400102402,0,0,300.003600043201,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3424.17224,33.333377777837,0,9303.46088745013,100.0004000016,500.010000200004,324149.108589951,300.003600043201,300.003600043201,14107.9568876847,16811.2971917128,0,0,10004.0016006403,0,0,0,0,0,0,100.0004000016,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3425.29525,0,33.333377777837,8703.02865397158,0,600.014400345608,303643.724696356,500.010000200004,100.0004000016,12806.5569571621,13106.8679988314,100.0004000016,0,10404.3282005314,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3426.41835,0,33.333377777837,10004.0016006403,200.0016000128,1200.05760276493,242326.33279483,700.019600548815,300.003600043201,12906.6598364756,14208.0701838644,0,400.006400102402,12906.6598364756,300.003600043201,0,0,100.0004000016,100.0004000016,0,100.0004000016,0,0,0,0,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3427.54142,66.6668444449185,0,8903.16952835209,100.0004000016,1000.04000160006,293403.480372319,500.010000200004,300.003600043201,12906.6598364756,15409.4922472243,0,100.0004000016,10204.1632986258,300.003600043201,100.0004000016,0,100.0004000016,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,
3428.66462,0,33.333377777837,10104.0820491479,100.0004000016,500.010000200004,365259.74025974,300.003600043201,100.0004000016,11104.9305891816,15709.8657957197,100.0004000016,0,8703.02865397158,0,0,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3429.7877,0,33.333377777837,8903.16952835209,100.0004000016,800.025600819226,385865.150284322,200.0016000128,0,13206.9732818928,14508.4148806308,0,0,10604.4963064339,200.0016000128,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3430.91067,0,33.333377777837,8502.8909829342,200.0016000128,400.006400102402,283171.521035599,800.025600819226,100.0004000016,13106.8679988314,15609.7404780583,0,200.0016000128,9003.24116682005,100.0004000016,200.0016000128,0,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3432.03372,33.333377777837,33.333377777837,11104.9305891816,200.0016000128,600.014400345608,272947.836635665,800.025600819226,200.0016000128,11104.9305891816,16310.634533716,100.0004000016,100.0004000016,10604.4963064339,100.0004000016,0,0,200.0016000128,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3433.15683,0,33.333377777837,9103.31360615264,0,1300.06760351538,283171.521035599,300.003600043201,0,11705.4781637806,17912.8255831175,0,200.0016000128,9303.46088745013,0,100.0004000016,0,100.0004000016,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,20.0000160000128,0,0,0,0,0,0,0,100.0004000016,0,0,
3434.27974,0,33.333377777837,9803.84310649775,100.0004000016,900.032401166442,303643.724696356,200.0016000128,100.0004000016,14007.84439286,16310.634533716,0,0,9403.53572943427,0,100.0004000016,0,200.0016000128,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3435.40266,33.333377777837,0,8302.75651516303,0,900.032401166442,396180.414465664,500.010000200004,100.0004000016,11104.9305891816,16010.246557797,0,0,10304.2453490838,100.0004000016,100.0004000016,0,0,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3436.52579,0,0,9903.92195309342,100.0004000016,700.019600548815,283171.521035599,500.010000200004,0,12606.3536022155,14508.4148806308,0,0,11305.1099096792,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3437.64884,0,0,8502.8909829342,0,800.025600819226,262732.417138238,500.010000200004,0,10604.4963064339,17512.2585810067,0,100.0004000016,7802.43435952017,0,0,0,200.0016000128,0,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3438.77191,33.333377777837,33.333377777837,8703.02865397158,200.0016000128,700.019600548815,293403.480372319,200.0016000128,100.0004000016,11705.4781637806,17311.9798900839,0,0,8502.8909829342,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
