Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
1607.09573,63427.179716135,7135.369292038,4964837.56425998,3645051.10560847,18271803.2296462,53577008.8879414,99494.3957848913,4300.73972723308,12217128.2298815,1056431.97812094,66777.8963157853,30136.2840860396,61350.1852535006,1151831.25583186,799793.601651187,14708.648685427,9003.24116682005,2372184.19801502,164880.295697409,15910.1188355794,3900.60849492521,303541.281209388,778192.061966649,843853.504633286,29093.8186548043,62817.4456457666,9983.98560705434,5201.0818250196,1940.15055568312,1040.04326579986,1320.06969968014,1660.11023131936,1460.08526897971,1700.11560786133,800.025600819226,700.019600548815,560.012544280992,380.005776087797,1880.14138663227,1200.05760276493,224306011.409071,7902.49718911176,12205.9565067753,9903.92195309342,
1608.21882,56326.6222468108,8736.38524391187,5138734.30979626,2758854.92525621,16847736.6094524,52072313.8346833,93145.7570501702,3900.60849492521,12700688.0561864,1045030.81648046,71302.7851208838,41970.3422936842,62053.6448245857,946960.26171142,572098.99880118,10604.4963064339,9303.46088745013,2331780.35378963,149589.759891837,18613.8487034354,5601.25468104855,307742.144476838,538452.737517826,749516.939062223,29715.2779780155,63641.5987475397,9443.56589048025,5301.12383825371,1900.14441097523,1000.04000160006,1300.06760351538,1360.07398802495,2040.16647758457,1420.08066058152,880.030977090394,480.009216176951,400.006400102402,620.015376381334,2100.17641481884,800.025600819226,211794865.526736,7001.96054895371,9403.53572943427,9203.38684635946,
1609.34179,58503.2522596088,7869.1428236085,4461578.77994299,2188689.50516585,14772200.4319744,82720576.2352554,92742.777304919,2900.33643902693,13249746.78873,1431419.98046189,66174.7012111976,32442.0448901777,62254.6405270692,833278.222339792,720376.299393411,12806.5569571621,7902.49718911176,2410236.95601644,157890.923435481,22019.3770518056,4600.84655576626,275809.63473422,426142.142305032,728846.771338476,32522.2529109819,57572.2780660846,10124.0982349655,4140.68569755151,1600.10240655402,1060.04494590571,1420.08066058152,1420.08066058152,1900.14441097523,1120.05017824799,840.028224948358,440.007744136297,540.011664251948,380.005776087797,1900.14441097523,600.014400345608,170019192.335894,6401.6388195378,10804.6676164103,9503.61137232148,
1610.46471,64968.3980878437,7102.01697282028,4654708.34526209,2471802.94146088,16449980.0707086,56586398.9944575,115430.518663779,4200.70571856072,13089638.3512578,1003095.40847743,57532.0936871056,20316.4969955604,62355.1395872932,748243.969761262,637134.055548491,12406.1534521122,9003.24116682005,2621484.51344826,156878.293035369,13006.7635170289,3700.5476810568,270904.091864791,469141.588051916,784041.122451505,31138.7365883159,54096.8058231333,10724.598707926,4740.89887442659,1300.06760351538,1360.07398802495,1240.06150705075,1200.05760276493,1540.09486984398,1080.04665801563,640.016384419441,440.007744136297,740.021904648378,520.010816224977,1640.10759105797,1200.05760276493,160957018.440419,7202.07419736884,15609.7404780583,9503.61137232148,
1611.58771,61383.6824328388,7502.25067520256,4656311.08024399,2885339.28917921,20119816.11953,55952843.1825594,93145.7570501702,2900.33643902693,12309311.8756988,849839.317398803,55121.2667869312,25926.8602271954,63561.1911808346,891817.77131518,781382.129583414,12806.5569571621,10004.0016006403,1922944.37935075,97579.3886631222,13006.7635170289,3700.5476810568,314712.505873013,637134.055548491,816631.693736266,30156.3323492143,59019.0015524563,8142.6512472461,5641.2726711146,1340.07182784997,1100.04840212969,1080.04665801563,1280.06553935562,1100.04840212969,1520.09242161923,420.007056118543,460.00846415574,380.005776087797,560.012544280992,1840.13543396794,1100.04840212969,290284845.517703,5401.16665199683,11405.2007715518,9103.31360615264,
1612.71092,50334.472065871,6635.09384490018,5639588.9916404,2733074.67273687,15801784.2297927,75830656.7808633,99091.2121053921,4000.64010241639,11477233.1779266,836588.743515016,65068.9189134994,36453.0756781874,63561.1911808346,748137.894667458,710007.569026228,10704.5815609081,7202.07419736884,1860693.99437859,117953.911568727,17111.7044058136,6901.90492575951,346332.284333128,462915.809415168,898469.711221703,25465.9141142026,66657.2549724227,9743.79618299289,5121.04879079235,960.036865415632,1520.09242161923,1200.05760276493,1220.0595389055,1360.07398802495,1180.05569862898,840.028224948358,480.009216176951,400.006400102402,500.010000200004,1720.11834414208,800.025600819226,171226332.531295,7102.01697282028,9803.84310649775,8402.82334864514,
1613.83397,49363.9465506692,7635.66475630559,4613838.60322361,2788663.34223169,11895422.1733644,47479034.1984219,88512.2712931221,2800.31363512713,12367533.1256887,1190406.34939259,62556.1401257539,27430.063349431,63058.6555774328,705037.776123516,536470.165231177,12105.8592358702,7102.01697282028,2513167.82467382,180189.435601162,18713.9980705568,3700.5476810568,371128.873156534,401754.143534136,647023.098734884,31058.5374332472,50080.1201762564,9983.98560705434,4220.71245626262,1700.11560786133,980.038417505966,1440.08294877785,1020.041617698,1960.1536760482,1200.05760276493,760.023104702383,460.00846415574,440.007744136297,400.006400102402,1620.10498280289,1000.04000160006,163354053.971287,6001.44034568296,10004.0016006403,7602.31110257518,
1614.95711,63460.6824479582,7001.96054895371,3140123.78736541,2102264.11890431,12733493.5636394,46687089.4335492,101006.449954617,3300.43565750679,14790992.656518,952670.633618882,74521.477832117,25926.8602271954,59842.904856798,764908.60671619,542940.748551204,13907.7326993809,9303.46088745013,2645554.88873147,111797.723464866,19815.6940296715,4900.9605882753,256198.881453464,399586.291538483,722175.807984986,31700.1450637087,45763.6192851578,10744.615886985,4160.69233920524,1460.08526897971,600.014400345608,1420.08066058152,820.026896882218,1780.12674502425,1340.07182784997,900.032401166442,620.015376381334,620.015376381334,620.015376381334,1240.06150705075,1000.04000160006,146022969.737315,4900.9605882753,10204.1632986258,11305.1099096792,
1616.08005,59005.6051983738,5567.90645383705,3548821.20775023,2849085.80907389,19897203.4064882,56665593.4709448,104837.802663925,3700.5476810568,15025494.9134217,775002.783700301,45582.960989,22219.7311212357,61651.6630912044,978992.347628014,825272.404973328,13907.7326993809,6901.90492575951,2789117.48417061,126032.177401848,13607.4024269202,3200.40965243551,280921.600828405,545550.782511312,982232.310256954,25325.6295370915,58074.5936783088,7802.43435952017,4720.89130427825,1180.05569862898,1060.04494590571,1200.05760276493,1320.06969968014,1460.08526897971,1000.04000160006,740.021904648378,680.018496503105,400.006400102402,440.007744136297,1260.06350720076,1100.04840212969,199223362.634631,7702.37233067785,11905.6670975384,7502.25067520256,
1617.20307,41870.0066511207,6868.55322928698,5972156.50038491,3193091.05362881,15661832.8550495,47954201.0573455,93448.0003533157,2100.17641481884,8833826.70269102,833598.558278532,50501.811652291,32141.2693898966,65169.4405454181,829861.799907426,489292.458024233,11905.6670975384,5901.39272868397,1730191.85862508,110587.025259242,13206.9732818928,6001.44034568296,408673.098110001,556205.251084605,670092.083754323,22319.9093591484,60747.2513372415,7662.34774334856,5621.26366007078,1040.04326579986,1440.08294877785,920.033857245947,1460.08526897971,1580.0998623113,1160.05382649755,780.024336759307,520.010816224977,520.010816224977,400.006400102402,1580.0998623113,1200.05760276493,188841956.954183,6501.69043951427,9103.31360615264,7202.07419736884,
1618.32614,47088.5264296878,9203.38684635946,4113785.28887042,2370539.87168367,11916701.3297581,40826698.1734915,80055.5372749817,2900.33643902693,10968605.8689871,1074585.83127866,83175.8109892403,30637.5003003677,61551.1696727162,760448.437886407,482641.224797668,6601.74286011507,6001.44034568296,2263408.14412528,162448.769254306,20516.8237955123,4400.77453631839,283478.359365203,500420.246925669,579843.901560575,29294.2860323723,48252.9544915325,9083.29905421649,3700.5476810568,1280.06553935562,800.025600819226,1520.09242161923,960.036865415632,1840.13543396794,960.036865415632,800.025600819226,280.003136035124,480.009216176951,300.003600043201,2080.17307039946,800.025600819226,161689924.987627,4800.92177698118,8402.82334864514,7001.96054895371,
1619.44929,63393.6770738789,7935.85164358823,3215452.33151477,1880715.07381624,12169595.9192063,51913924.8817088,87404.517338407,4000.64010241639,14947866.5801019,1140455.8058998,58737.681124556,23421.922919853,55523.0390545449,639027.111732829,482745.123621893,12005.7627661277,7902.49718911176,3012628.11180041,135732.957973054,16010.246557797,3000.36004320518,214118.292540252,419006.909902838,571889.742194436,29234.1454819229,42532.2367508977,10404.3282005314,3440.4734091411,1200.05760276493,1000.04000160006,980.038417505966,940.035345328984,1360.07398802495,1140.05198637058,960.036865415632,280.003136035124,460.00846415574,420.007056118543,1960.1536760482,200.0016000128,136107175.275093,5901.39272868397,10004.0016006403,9103.31360615264,
1620.57232,56058.7554555392,6501.69043951427,3461472.15123661,2262218.92652287,18976470.6779145,83750104.4295899,116237.949229032,3600.51847466035,11169954.3585355,784892.116011387,45683.3263873305,18914.2992102029,60646.7651717156,794363.209396577,716460.592095789,13407.186251831,8202.69048247825,2322284.92990195,112302.215507751,10404.3282005314,4000.64010241639,231320.748623379,470906.112202398,846204.743295494,25125.2257266295,50602.2164772841,7942.52254516034,4340.75355481712,1460.08526897971,1260.06350720076,840.028224948358,1140.05198637058,1400.07840439065,1320.06969968014,620.015376381334,540.011664251948,280.003136035124,560.012544280992,1180.05569862898,1100.04840212969,208449362.699482,7202.07419736884,15709.8657957197,12306.0545788528,
1621.69535,42104.1244011598,5234.42907381945,4900728.16498393,3318769.78466059,17932155.1564391,60704511.7717954,101812.953338742,3200.40965243551,8855659.67143723,698167.823426861,45081.1460629132,30236.5257230735,66375.7630204782,966256.330573293,556623.254482632,9403.53572943427,6201.53798141939,1682718.9904113,110486.139011651,14408.2991803279,5101.04061228491,371643.838952983,530211.430998987,611290.276315089,20637.0214152633,55402.5060213143,7942.52254516034,4680.87626003588,1200.05760276493,1400.07840439065,980.038417505966,1380.07618020515,1160.05382649755,1280.06553935562,680.018496503105,300.003600043201,360.005184074651,460.00846415574,1460.08526897971,800.025600819226,237317258.2295,6201.53798141939,12005.7627661277,7602.31110257518,
1622.8184,40331.6274746525,7602.31110257518,3987970.59279117,1983503.36538254,10243832.2655764,40826698.1734915,78244.1216595779,3100.38444767151,9787199.67127552,906198.8352573,61450.6770601515,31639.9929510902,59742.4259434492,632087.272130744,412185.651263494,8502.8909829342,6601.74286011507,1931529.27995863,148881.377756317,23121.3641404658,5301.12383825371,372261.825503792,414975.723615189,529690.008292043,25445.8733640366,54960.5614876794,8282.7432445626,3540.50133498903,1380.07618020515,840.028224948358,1120.05017824799,1100.04840212969,1420.08066058152,800.025600819226,720.020736597214,340.004624062887,540.011664251948,340.004624062887,1920.14746732549,900.032401166442,159146308.147318,6201.53798141939,7001.96054895371,5901.39272868397,
1623.94145,56058.7554555392,7735.72625132041,3316424.63537455,1938261.8140441,10913307.2628859,39084419.6907717,77539.7529160163,4400.77453631839,14485331.0940711,963451.768214919,58436.2733895444,27730.7256440136,57331.1737254839,552443.835728449,452960.892034649,10504.4118529782,8502.8909829342,2902592.11050574,168832.528601861,14007.84439286,3200.40965243551,242428.281212767,373600.899646393,590003.111744378,30477.1089278305,40465.3920735909,10004.0016006403,3540.50133498903,1300.06760351538,800.025600819226,1080.04665801563,580.013456312186,1740.12111242943,1100.04840212969,880.030977090394,380.005776087797,400.006400102402,440.007744136297,1740.12111242943,900.032401166442,131364838.79316,5201.0818250196,8402.82334864514,10104.0820491479,
1625.06445,61182.7006999755,6601.74286011507,2903720.37753498,1945694.72467967,13882568.0088993,55952843.1825594,101913.769905818,4300.73972723308,11583163.5077693,755459.127116584,41870.0066511207,18413.5523745477,59340.5183474468,644813.182664927,623260.180633735,13907.7326993809,7702.37233067785,2211891.37883742,124315.11117007,12205.9565067753,2700.2916314962,216966.782193997,380710.659898477,848984.031531625,26207.4444358132,47730.9561099631,8703.02865397158,3880.60226947222,1200.05760276493,880.030977090394,1040.04326579986,1160.05382649755,1460.08526897971,1220.0595389055,520.010816224977,640.016384419441,380.005776087797,420.007056118543,1060.04494590571,1100.04840212969,143953586.545199,6701.7960813498,12506.2531265633,8102.62525058119,
1626.18742,41903.4517759718,5401.16665199683,3931073.50093367,2991682.83082148,17395265.6720441,45024005.4273166,94153.2630429371,3800.57768780855,8911455.03601088,678740.468051538,43074.0874303803,23622.2994506814,63661.7007198284,998011.67206732,608142.160016061,11805.5722300926,6101.48876325823,1689099.74463869,95060.0876118738,13407.186251831,3200.40965243551,365465.628779454,600904.428751659,832424.032007407,20176.2701442443,56708.3423203394,6501.69043951427,5181.07351843302,1000.04000160006,980.038417505966,900.032401166442,1640.10759105797,1160.05382649755,940.035345328984,240.002304022119,300.003600043201,400.006400102402,520.010816224977,1340.07182784997,1500.09000540032,229945080.607587,6601.74286011507,9903.92195309342,7202.07419736884,
1627.31035,34982.2151486344,6568.39196428929,4506455.35943622,2961874.413846,12198240.9374286,37104557.77859,76533.5804876483,3000.36004320518,8580725.99092941,663135.41923298,56728.433172703,30136.2840860396,60948.2260858408,586022.253698715,428728.360152166,7902.49718911176,6701.7960813498,1805856.97252507,123103.205707969,17912.8255831175,5701.29989637637,319532.500151917,439182.0387164,604785.022224953,24003.0237003334,52791.2417045198,7322.14392374087,4560.83189573778,1120.05017824799,740.021904648378,920.033857245947,1100.04840212969,1220.0595389055,1200.05760276493,900.032401166442,400.006400102402,460.00846415574,340.004624062887,1660.11023131936,600.014400345608,148463117.418019,5201.0818250196,6801.85010322808,5701.29989637637,
1628.43333,38158.1530252104,8002.56081946223,3449451.63887235,1955805.41790124,10132525.9090555,42252198.7502623,78646.6358500257,3100.38444767151,13428453.6810601,1125376.72793242,67984.3736212609,20516.8237955123,61651.6630912044,587069.727835457,412908.944530735,9403.53572943427,5901.39272868397,2691976.32677766,183537.622190525,19214.7569333248,3600.51847466035,240083.675925402,363406.893976901,536678.842555139,28131.6199408135,46626.8004517209,9583.67246328793,2580.26628348046,1440.08294877785,580.013456312186,1200.05760276493,960.036865415632,2280.20795496549,840.028224948358,840.028224948358,300.003600043201,520.010816224977,360.005184074651,1720.11834414208,800.025600819226,138987066.884121,4600.84655576626,7102.01697282028,7202.07419736884,
1629.55637,61685.1610764629,5134.38759425269,2610419.87584705,1770149.35601729,11297968.9361566,38846836.2613099,103930.271323278,3200.40965243551,13402577.5699535,725987.363395007,45884.059597182,18313.4054127621,53313.4510237786,583299.222267704,478174.376701942,14007.84439286,7802.43435952017,2162221.47858096,103930.271323278,11205.0198488923,3000.36004320518,197244.026237386,371334.856966563,643550.544463865,27971.260680937,39923.6542743751,9243.41636668913,2940.34578466428,1120.05017824799,760.023104702383,1120.05017824799,820.026896882218,1520.09242161923,1000.04000160006,540.011664251948,300.003600043201,360.005184074651,400.006400102402,1540.09486984398,500.010000200004,122104349.008441,4400.77453631839,14508.4148806308,12005.7627661277,
1630.67947,44947.3321454237,4267.39496874133,3103260.88278168,2817666.12631595,21475134.6959903,65218596.9315696,96168.5177600565,3400.46246289495,7966976.98061928,595138.152317691,39361.8768704403,19014.4509827469,58335.8057557995,866635.76465914,714767.682502849,11605.3848985929,5601.25468104855,1854346.32224356,94254.0180919534,13206.9732818928,3200.40965243551,243039.989014229,544924.325716177,856362.733741519,20576.922461032,52891.6648829008,6661.77469677922,4960.98425927704,920.033857245947,1080.04665801563,880.030977090394,1140.05198637058,1340.07182784997,1280.06553935562,420.007056118543,620.015376381334,320.004096052429,260.002704028122,1100.04840212969,1000.04000160006,195334646.719447,4800.92177698118,13106.8679988314,6201.53798141939,
1631.80251,33812.3358616371,5834.69476211116,6194135.29537823,3203564.2812148,10702970.9862251,41539448.4618769,67582.2016155555,2100.17641481884,7273173.75157306,689189.577998545,57029.7998244003,38158.1530252104,59440.9940378578,718894.540187316,393910.337149869,7602.31110257518,6301.58800017604,1612844.84924356,99796.7920451716,13206.9732818928,6101.48876325823,382566.035283797,381432.162538631,508746.438978997,18313.4054127621,55020.8257333103,6741.81759402335,4360.7605166341,1020.041617698,1140.05198637058,860.029585017725,1340.07182784997,1100.04840212969,860.029585017725,480.009216176951,460.00846415574,380.005776087797,420.007056118543,1380.07618020515,1500.09000540032,173149134.413969,4500.81014582625,6801.85010322808,6101.48876325823,
1632.92562,32876.5111513121,7268.77945856262,2951802.42699201,1866213.68177411,10004850.9706933,35362279.2958701,64365.2900648866,2500.2500250025,9830865.60876794,1121664.26347355,82571.8264526822,23722.4889194957,54819.9460419398,524581.192671791,378958.609963982,5601.25468104855,5001.00020004001,1784604.63780786,139979.405328871,18814.1482394761,4200.70571856072,209643.394468399,326304.102050823,461671.018914966,27209.5822578307,39482.2556206627,7982.54802933096,2940.34578466428,1000.04000160006,700.019600548815,1440.08294877785,900.032401166442,1360.07398802495,840.028224948358,880.030977090394,400.006400102402,260.002704028122,240.002304022119,1900.14441097523,800.025600819226,120621291.054091,4200.70571856072,7902.49718911176,4900.9605882753,
1634.04854,50133.6675132498,6234.88789871608,2587981.58610043,1573242.23317276,9864081.166858,37262946.7315645,80760.047352475,3200.40965243551,14926842.2398277,910924.460327265,39462.1924152464,16611.0297237366,60847.7383086133,462397.131915587,373394.879039952,8202.69048247825,8602.95941803981,2864767.2350607,111495.03796858,11305.1099096792,3600.51847466035,198158.317004927,303541.281209388,461878.475546412,26267.5704419359,35049.0686961746,9423.55079393916,2760.30473764304,1380.07618020515,620.015376381334,1300.06760351538,560.012544280992,1500.09000540032,820.026896882218,600.014400345608,340.004624062887,440.007744136297,240.002304022119,560.012544280992,300.003600043201,79888931.8892741,2700.2916314962,3000.36004320518,3600.51847466035,
1635.17159,13640.7721010524,2600.27042812453,1346628.89613948,719635.398448592,4126074.80238723,17622716.5627225,34347.1242544771,2700.2916314962,3268845.55782375,292994.042994043,14308.184281409,8202.69048247825,58034.4076882059,184552.399987106,121184.59448379,2600.27042812453,3500.49006860961,466132.081622009,23822.6791905894,3100.38444767151,1000.04000160006,45382.2326054811,81061.9923593053,123103.205707969,4320.7466250168,6641.76405253235,960.036865415632,580.013456312186,120.000576002765,140.00078400439,200.0016000128,40.0000640001024,160.001024006554,80.0002560008192,40.0000640001024,20.0000160000128,40.0000640001024,60.0001440003456,140.00078400439,200.0016000128,10909492.1520735,600.014400345608,700.019600548815,500.010000200004,
1636.29462,3100.38444767151,800.025600819226,192572.020524892,104131.939284151,657762.39680448,6535489.85450518,18313.4054127621,2700.2916314962,487213.574693848,61149.2040579013,3100.38444767151,1000.04000160006,52208.8031457558,42973.74294289,21718.8519635043,200.0016000128,2300.21161946899,80558.7547201612,4700.88376614804,1100.04840212969,0,10204.1632986258,15910.1188355794,22219.7311212357,1020.041617698,1640.10759105797,220.001936017037,100.0004000016,0,0,0,100.0004000016,20.0000160000128,0,0,0,100.0004000016,0,0,0,3882211.72884613,100.0004000016,100.0004000016,0,
1637.41777,766.690178498807,366.67204452332,63561.1911808346,36553.3679171591,191048.914971141,4714016.89529805,17912.8255831175,2400.23042212052,177247.824685788,39662.8259162513,200.0016000128,600.014400345608,54317.7609056434,23622.2994506814,7902.49718911176,0,2600.27042812453,25926.8602271954,1700.11560786133,700.019600548815,0,2700.2916314962,6601.74286011507,8202.69048247825,420.007056118543,480.009216176951,40.0000640001024,20.0000160000128,0,0,0,0,20.0000160000128,0,0,20.0000160000128,0,0,20.0000160000128,0,761510.242776473,300.003600043201,0,0,
1638.54074,233.335511131437,333.337777837038,25325.6295370915,7702.37233067785,71705.0765188439,5901934.04260705,16110.3750815525,2500.2500250025,68587.6558263409,31740.2466327303,300.003600043201,0,49899.3996040112,14107.9568876847,2400.23042212052,0,2400.23042212052,5501.21026625858,300.003600043201,600.014400345608,100.0004000016,1200.05760276493,1700.11560786133,3100.38444767151,140.00078400439,100.0004000016,0,0,0,20.0000160000128,0,20.0000160000128,0,0,20.0000160000128,0,0,0,20.0000160000128,0,109477.321120084,0,0,0,
1639.66382,233.335511131437,566.679511402259,15809.9919148902,1600.10240655402,22420.0883992057,5743545.08963252,16911.4321281186,2400.23042212052,26127.2768770597,31339.2367243789,100.0004000016,100.0004000016,55422.5947796526,14408.2991803279,300.003600043201,0,1600.10240655402,4100.67251029169,200.0016000128,400.006400102402,0,300.003600043201,300.003600043201,1300.06760351538,0,60.0001440003456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56125.7216164208,100.0004000016,0,0,
1640.78689,166.667777785185,433.340844574639,6101.48876325823,300.003600043201,11505.2924345199,5585156.13665798,17311.9798900839,2300.21161946899,15609.7404780583,30036.0432519023,0,0,53012.1737596755,12606.3536022155,400.006400102402,100.0004000016,2500.2500250025,1600.10240655402,200.0016000128,600.014400345608,0,200.0016000128,200.0016000128,0,20.0000160000128,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,262732.417138238,200.0016000128,0,0,
1641.90987,133.334044448237,400.006400102402,4800.92177698118,700.019600548815,10304.2453490838,6297906.42504338,15910.1188355794,3000.36004320518,13907.7326993809,28833.2158646761,0,0,50401.4076321559,13206.9732818928,300.003600043201,0,2400.23042212052,200.0016000128,0,300.003600043201,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
1643.03293,33.333377777837,400.006400102402,5701.29989637637,500.010000200004,8402.82334864514,6614684.33099245,16811.2971917128,1700.11560786133,14508.4148806308,30938.239664225,0,100.0004000016,49196.6221659339,14608.5313823273,300.003600043201,0,2000.16001280102,500.010000200004,100.0004000016,700.019600548815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1644.15604,166.667777785185,266.669511141452,4100.67251029169,300.003600043201,8502.8909829342,4634822.41881079,14608.5313823273,1900.14441097523,13507.2939387269,30737.7459520291,0,0,50903.435781508,15109.1259120509,200.0016000128,0,2000.16001280102,200.0016000128,0,500.010000200004,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0016000128,0,0,
1645.279,33.333377777837,266.669511141452,5701.29989637637,800.025600819226,8402.82334864514,4634822.41881079,16811.2971917128,2300.21161946899,12406.1534521122,33244.1482288479,0,100.0004000016,51907.5524486736,15109.1259120509,0,0,2500.2500250025,100.0004000016,0,400.006400102402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,100.0004000016,0,0,
1646.40219,200.0016000128,366.67204452332,4700.88376614804,400.006400102402,8703.02865397158,5505961.66017072,15009.0054032419,1700.11560786133,12906.6598364756,29635.0879441258,100.0004000016,100.0004000016,53313.4510237786,15309.3693340324,200.0016000128,0,2700.2916314962,200.0016000128,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.16001280102,0,0,0,
1647.52541,66.6668444449185,433.340844574639,4300.73972723308,300.003600043201,6901.90492575951,3763683.17745086,16510.8971921468,2800.31363512713,12906.6598364756,29133.9118734207,0,100.0004000016,52610.4820122257,16410.7654621432,100.0004000016,0,2500.2500250025,100.0004000016,100.0004000016,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
1648.64856,33.333377777837,466.675377940388,4200.70571856072,300.003600043201,7402.19104855037,5109989.27773438,16410.7654621432,2400.23042212052,15009.0054032419,32141.2693898966,0,0,50903.435781508,15809.9919148902,300.003600043201,0,2800.31363512713,100.0004000016,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1649.7715,66.6668444449185,266.669511141452,4200.70571856072,600.014400345608,8302.75651516303,5585156.13665798,14408.2991803279,2000.16001280102,14708.648685427,29033.6790677186,0,0,50301.0044168691,13907.7326993809,200.0016000128,0,2400.23042212052,100.0004000016,0,0,0,100.0004000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1650.89454,66.6668444449185,266.669511141452,3900.60849492521,200.0016000128,8102.62525058119,4555627.94232352,15709.8657957197,3100.38444767151,13707.5117164206,29835.5639922788,0,200.0016000128,54116.8924877736,13307.0793662228,200.0016000128,0,2300.21161946899,0,200.0016000128,600.014400345608,0,0,100.0004000016,0,0,0,300.003600043201,760.023104702383,380.005776087797,280.003136035124,500.010000200004,680.018496503105,600.014400345608,900.032401166442,360.005184074651,240.002304022119,280.003136035124,500.010000200004,1500.09000540032,1400.07840439065,187790020.49819,4800.92177698118,11905.6670975384,8502.8909829342,
1652.01753,44044.1256022258,8269.40108195777,4766899.79399517,3039215.17140401,16292841.685032,43836088.2800076,74622.0752960811,4100.67251029169,10432485.1919968,725775.580682206,64465.8060531688,38258.4589252378,65571.5351359155,724822.601623339,630615.667892835,10704.5815609081,7902.49718911176,1683744.26299498,84383.8673296971,15509.6159618964,4600.84655576626,169542.035148762,346949.038438141,651865.198422308,29655.1354044272,64908.0859794524,8963.21241532965,5301.12383825371,1620.10498280289,1080.04665801563,1520.09242161923,1240.06150705075,2080.17307039946,1640.10759105797,1080.04665801563,500.010000200004,640.016384419441,460.00846415574,2180.19011257782,1600.10240655402,166613332.49887,6101.48876325823,17412.118834709,10504.4118529782,
1653.14074,61484.1745081266,11505.2924345199,6562764.34121552,4479686.78092205,23962340.7067772,49696479.5400654,95866.208918067,4500.81014582625,15258379.9133813,1251128.79853834,97176.2665039031,38760.0004807442,79451.7029950884,841716.386128994,733084.099836132,11705.4781637806,9003.24116682005,2459733.04745921,133610.272207053,16210.5044068556,5001.00020004001,271312.814375131,435869.052076381,856790.613778153,39141.1855011754,82350.3727437924,11805.5722300926,6121.49854284329,1800.12960933187,1400.07840439065,1480.08762118717,2000.16001280102,2280.20795496549,1380.07618020515,1020.041617698,680.018496503105,520.010816224977,780.024336759307,2600.27042812453,1600.10240655402,142711956.62993,5701.29989637637,15109.1259120509,9903.92195309342,
